@relation emodb

@attribute energy numeric
@attribute power numeric
@attribute eia numeric
@attribute pia numeric
@attribute intensity numeric
@attribute pitchMin numeric
@attribute pitchMax numeric
@attribute pitchMean numeric
@attribute pitchStdev numeric
@attribute pitchAcMin numeric
@attribute pitchAcMax numeric
@attribute pitchAcQuantile numeric
@attribute pitchAcMean numeric
@attribute pitchAcStdev numeric
@attribute pitchAcMeanAbsoluteSlope numeric
@attribute pitchAcSlopeWithoutOctaveJumps numeric
@attribute pitchCcMin numeric
@attribute pitchCcMax numeric
@attribute pitchCcQuantile numeric
@attribute pitchCcMean numeric
@attribute pitchCcStdev numeric
@attribute pitchCcMeanAbsoluteSlope numeric
@attribute pitchCcSlopeWithoutOctaveJumps numeric
@attribute pitchSpiMin numeric
@attribute pitchSpiMax numeric
@attribute pitchSpiQuantile numeric
@attribute pitchSpiMean numeric
@attribute pitchSpiStdev numeric
@attribute pitchSpiMeanAbsoluteSlope numeric
@attribute pitchSpiSlopeWithoutOctaveJumps numeric
@attribute pitchShsMin numeric
@attribute pitchShsMax numeric
@attribute pitchShsQuantile numeric
@attribute pitchShsMean numeric
@attribute pitchShsStdev numeric
@attribute pitchShsMeanAbsoluteSlope numeric
@attribute pitchShsSlopeWithoutOctaveJumps numeric
@attribute ppccNumberOfPts numeric
@attribute ppccLowIndex numeric
@attribute ppccHighIndex numeric
@attribute ppccNearestIndex numeric
@attribute ppccNumberOfPeriods numeric
@attribute ppccMeanPeriod numeric
@attribute ppccStdevPeriod numeric
@attribute ppccJitterLocal numeric
@attribute ppccJitterLocalAbs numeric
@attribute ppccJitterRap numeric
@attribute ppccJitterPpq5 numeric
@attribute ppccJitterDdp numeric
@attribute pppNumberOfPts numeric
@attribute pppLowIndex numeric
@attribute pppHighIndex numeric
@attribute pppNearestIndex numeric
@attribute pppNumberOfPeriods numeric
@attribute pppMeanPeriod numeric
@attribute pppStdevPeriod numeric
@attribute pppJitterLocal numeric
@attribute pppJitterLocalAbs numeric
@attribute pppJitterRap numeric
@attribute pppJitterPpq5 numeric
@attribute pppJitterDdp numeric
@attribute harmCcMin numeric
@attribute harmCcMax numeric
@attribute harmCcMean numeric
@attribute harmCcStdev numeric
@attribute harmAcMin numeric
@attribute harmAcMax numeric
@attribute harmAcMean numeric
@attribute harmAcStdev numeric
@attribute harmGneSum numeric
@attribute harmGneMean numeric
@attribute harmGneStdev numeric
@attribute valueAtFreq numeric
@attribute valueInBin numeric
@attribute ltasMin numeric
@attribute freqOfMinimum numeric
@attribute ltasMax numeric
@attribute freqOfMaximum numeric
@attribute ltasMean numeric
@attribute ltasSlope numeric
@attribute localPeakHeight numeric
@attribute ltasStdev numeric
@attribute pcValueAtFreq numeric
@attribute pcValueInBin numeric
@attribute pcLtasMin numeric
@attribute pcFreqOfMinimum numeric
@attribute pcLtasMax numeric
@attribute pcFreqOfMaximum numeric
@attribute pcLtasMean numeric
@attribute pcLtasSlope numeric
@attribute pcLocalPeakHeight numeric
@attribute pcLtasStdev numeric
@attribute formantLpcMax numeric
@attribute formantLpcQuantile numeric
@attribute formantLpcMean numeric
@attribute formantLpcStd numeric
@attribute mfcc numeric
@attribute intensityMin numeric
@attribute intensityMax numeric
@attribute intensityQuantile numeric
@attribute intensityMean numeric
@attribute intensityStdev numeric
@attribute emotion? {anger,boredom,disgust,fear,happiness,sadness,neutral}

@data
0.02833,0.014671,0.000071,0.000037,75.644049,79.267161,181.94161,106.482334,24.902951,79.267161,181.94161,96.389107,106.482334,24.902951,270.250811,35.761769,80.304427,188.762204,96.657509,107.636802,26.326493,391.680963,45.516475,79.110237,118.969423,104.98715,103.9785,7.344706,271.748036,47.170141,66.749704,412.172721,99.223212,112.727265,45.753265,1239.528083,59.567405,133,37,38,37,124,0.009378,0.001892,0.026445,0.000248,0.010184,0.013962,0.030551,145,39,40,39,136,0.009386,0.001966,0.038025,0.000357,0.016778,0.012835,0.050334,-227.172246,29.917535,14.028218,6.73543,-227.100378,33.736416,9.647618,5.830771,855.26258,0.328821,0.422104,31.634795,14.442983,-8.288774,7950,51.391924,550,36.613149,-14.936106,-1.873347,42.338853,34.154908,7.382012,7.382012,4950,50.871753,550,38.392429,-14.937144,-1.114688,42.823616,2478.302493,565.93113,711.951412,469.231615,98.164745,34.862809,86.431659,69.544186,75.778713,11.762133,boredom
0.027633,0.017699,0.000069,0.000044,76.458838,78.905025,164.43771,115.412556,22.027935,78.905025,164.43771,113.731026,115.412556,22.027935,258.054147,37.805665,78.662032,346.814509,117.732301,124.321352,45.789912,751.356505,64.906612,68.674286,163.962419,127.016846,120.423744,28.712247,1157.957519,90.867671,65.000043,222.557814,109.94967,112.867183,24.379063,506.868215,41.26437,117,40,41,41,109,0.008718,0.001726,0.030257,0.000264,0.013544,0.015291,0.040633,127,44,45,45,120,0.008629,0.001696,0.051177,0.000442,0.02556,0.025729,0.07668,-226.261961,34.675835,10.275714,5.743526,-226.088164,30.62118,6.915796,3.877307,837.724861,0.322078,0.414118,36.789806,16.838296,-2.760294,7950,49.299484,550,37.427938,-11.959483,1.416152,41.847247,33.656492,11.392896,10.647342,4750,48.020051,550,38.917861,-11.890877,1.082325,41.809837,2675.268303,640.937337,776.174337,482.702167,243.060474,33.788633,86.319065,71.209637,76.621383,12.179624,neutral
0.030668,0.014862,0.000077,0.000037,75.700092,78.167151,550.411225,108.063447,74.750013,78.167151,550.411225,90.824262,108.063447,74.750013,838.386888,34.75601,71.950753,555.322997,91.470951,107.066765,68.046829,1048.953876,66.721982,94.220834,117.603657,102.119781,103.888773,6.41122,58.913404,9.659833,49.082118,361.986465,90.125344,95.675999,32.14304,814.971167,76.248673,112,21,22,22,102,0.009373,0.003229,0.042292,0.000396,0.02048,0.023524,0.061439,128,24,25,25,115,0.00957,0.002994,0.060903,0.000583,0.029439,0.034777,0.088316,-226.686877,34.031368,8.562682,7.179614,-226.460812,27.600682,6.129254,6.328356,736.440303,0.283137,0.362182,32.751092,23.321203,2.111434,7950,49.848099,150,36.669192,-16.825207,-0.530291,42.002625,30.41819,14.599095,11.050645,3150,50.398739,50,38.399512,-18.318797,-0.986096,43.135673,2283.679612,611.945981,837.421408,524.013144,144.301305,41.73247,84.443604,72.112557,75.835829,11.434305,sadness
0.03508,0.017161,0.000088,0.000043,76.324938,122.918745,327.345186,241.739988,46.59557,122.918745,327.345186,251.566644,241.739988,46.59557,555.301717,41.014264,119.352211,320.552922,248.448524,239.728682,46.644073,610.027531,46.272282,71.518334,444.555056,91.790017,138.960066,94.75063,1215.95312,37.934006,76.401428,587.461245,244.425938,240.512436,84.291439,1634.707578,49.025065,300,72,73,72,290,0.004198,0.000974,0.022594,0.000095,0.007687,0.009639,0.02306,312,77,78,78,302,0.004147,0.001006,0.058227,0.000241,0.029144,0.033067,0.087432,-228.778192,55.666398,12.706861,7.771511,-227.482216,44.745714,9.100369,6.279438,831.907799,0.319842,0.408514,40.791855,24.344984,6.059961,7950,49.552322,550,37.294038,-5.034166,-2.086344,41.538014,41.437219,22.539163,19.210483,4850,48.12503,550,38.925115,-4.715614,-2.698686,41.800557,2684.087049,872.861182,863.474724,451.5542,-34.80487,24.685035,86.435245,66.447994,76.454668,13.968199,anger
0.038678,0.012527,0.000097,0.000031,74.957812,163.648298,298.801908,230.312034,33.43525,163.648298,298.801908,225.881563,230.312034,33.43525,669.613199,52.354472,151.228326,299.21255,224.80029,228.833519,34.256894,775.202673,61.645572,78.762828,105.372647,93.311652,93.579336,6.006332,44.647229,8.242715,57.509266,579.883078,220.742351,227.515059,59.728222,1916.634551,77.990596,435,43,44,43,418,0.004368,0.000671,0.028313,0.000124,0.009991,0.012799,0.029973,455,46,47,46,434,0.004394,0.000708,0.060623,0.000266,0.030859,0.030478,0.092576,-227.719707,36.418599,10.891184,7.614782,-226.468745,37.225528,8.535675,6.102577,722.85203,0.277913,0.355075,33.441435,28.317927,9.427257,7950,50.219082,250,35.926912,-11.751307,0.077487,41.255828,32.801535,22.603317,17.832185,3950,47.616443,250,37.512307,-11.9432,0.418313,40.666868,2558.095147,645.868018,814.648848,535.231299,146.281139,30.605198,86.182229,71.212868,75.048619,11.439654,fear
0.044401,0.013892,0.000111,0.000035,75.406961,110.8777,482.768408,206.043078,61.565613,110.8777,482.768408,195.081234,206.043078,61.565613,733.465195,43.755487,89.963101,273.524415,191.008307,192.929803,44.324478,655.890206,55.089244,64.159103,237.218591,94.760654,108.045414,38.373378,259.561679,16.057941,68.614621,590.836855,185.632491,196.47884,74.881116,1661.900692,68.241911,343,36,37,36,326,0.00497,0.001305,0.028328,0.000141,0.010494,0.013013,0.031482,376,42,43,42,361,0.004916,0.001433,0.04974,0.000245,0.024035,0.024226,0.072104,-227.486342,39.367279,11.331148,8.564437,-227.001967,36.051895,8.556765,6.258793,782.913527,0.301005,0.384675,35.117183,28.507134,11.368941,7950,49.103059,250,36.376061,-13.091532,-0.391032,41.033689,32.544083,17.713996,17.713996,4950,48.030194,250,37.821841,-14.594654,-0.664562,41.347519,2871.594923,671.812234,893.451012,603.060695,2.9861,37.450952,86.695178,70.1365,75.489405,11.762407,happiness
0.056016,0.017682,0.00014,0.000044,76.454642,99.084571,522.742966,132.096281,56.312887,99.084571,522.742966,121.997753,132.096281,56.312887,555.954391,34.952788,84.997065,519.093762,121.989684,130.158425,50.722071,704.454083,59.545277,71.273038,143.614184,106.687488,105.133766,16.082919,564.22063,81.412841,53.704308,508.191837,117.980602,127.69726,54.481955,887.158509,44.884914,210,12,13,13,196,0.007716,0.001739,0.032263,0.000249,0.015197,0.019637,0.045591,234,17,18,18,219,0.007562,0.00195,0.049246,0.000372,0.02333,0.024003,0.069989,-226.436496,44.869986,10.946428,8.186299,-226.737947,42.316883,8.063511,6.063594,841.563996,0.323554,0.414286,34.944632,25.924911,1.416844,7950,50.002285,350,37.423742,-15.355339,4.053137,42.628273,33.760147,10.403018,9.718101,4450,49.869642,350,39.2359,-17.281536,3.135172,43.31082,2841.066632,559.080119,820.603388,557.497175,21.076518,34.060417,84.952816,70.486906,76.532394,12.800425,neutral
0.053154,0.015196,0.000133,0.000038,75.796768,75.315299,556.29448,109.919814,51.244632,75.315299,556.29448,103.229759,109.919814,51.244632,583.241895,38.354037,81.693181,563.544153,104.177613,111.80011,54.35317,618.015815,52.848868,73.305291,118.859217,102.779039,105.104366,8.487663,138.216481,20.41916,50.753305,518.892648,100.124624,101.969885,35.435187,823.782254,55.438948,173,10,11,10,162,0.009245,0.001969,0.044814,0.000414,0.022493,0.024869,0.06748,188,12,13,12,176,0.009248,0.001976,0.062441,0.000577,0.029125,0.03167,0.087374,-226.661578,40.204317,9.3962,7.818678,-226.355807,34.836587,6.636745,6.535102,723.307522,0.278088,0.355161,28.94956,27.551952,2.40605,7950,50.310883,150,36.765869,-16.246216,4.182488,42.259654,25.971737,8.947739,8.947739,4950,51.700475,50,38.889941,-23.245003,2.372427,44.104053,2829.498679,660.141525,898.842393,573.542664,85.004883,38.223609,84.038474,71.30262,75.872024,11.953436,sadness
0.031607,0.009186,0.000079,0.000023,73.610753,77.596094,293.336575,189.0159,34.270385,77.596094,293.336575,184.441249,189.0159,34.270385,459.902062,36.124537,69.128373,294.13647,182.095638,185.80762,35.169456,614.521114,52.408353,72.613165,437.424277,89.87331,165.381978,127.434551,683.562079,19.222354,68.616247,601.564058,180.101363,191.193663,76.354774,1606.394999,52.825943,313,15,16,15,294,0.005332,0.000945,0.024407,0.00013,0.007661,0.010273,0.022983,332,18,19,18,310,0.005364,0.001012,0.06026,0.000323,0.028639,0.029866,0.085916,-227.135955,49.189451,8.723967,7.651294,-226.424422,43.321599,5.923136,6.225908,775.526209,0.298165,0.38286,35.71977,19.876122,6.60942,7950,47.478129,550,34.579853,-10.408562,2.194167,39.338419,32.978987,14.557289,14.361131,4750,46.812782,550,36.130998,-11.343665,2.699569,39.930318,2717.198853,763.421368,881.15774,506.487804,-55.410637,24.073623,87.237794,66.235737,73.677677,13.409545,anger
0.044089,0.014884,0.00011,0.000037,75.706451,173.057536,347.15504,257.755042,36.336463,173.057536,347.15504,259.19568,257.755042,36.336463,625.615497,43.058468,83.428675,575.034006,256.113117,254.73743,46.553574,1103.967438,58.352625,70.648839,428.221809,94.1589,146.992317,95.155536,686.355163,30.364331,87.870778,557.777311,247.083984,248.781218,59.462213,1541.373337,59.994015,445,46,47,47,428,0.003911,0.000595,0.025242,0.000099,0.008685,0.010426,0.026055,469,50,51,51,449,0.003919,0.000664,0.059495,0.000233,0.029257,0.029559,0.087771,-226.830999,53.103229,10.506554,7.426006,-226.768064,40.326189,7.572934,5.575887,799.222623,0.307275,0.393114,42.804724,23.574442,4.825865,7950,46.495003,650,36.675551,-4.567867,0.757951,39.86071,43.24629,20.485719,19.723428,4650,46.969203,650,38.531118,-4.814533,0.673295,40.521887,2676.955312,729.14098,867.736936,495.517583,56.102049,22.358672,85.643649,67.80442,75.793246,14.161535,anger
0.041217,0.019316,0.000103,0.000048,76.8386,121.794943,339.372129,223.480656,50.936602,121.794943,339.372129,223.251151,223.480656,50.936602,676.175162,42.330592,121.653586,398.428179,223.313584,225.681802,53.607026,960.014207,50.738714,75.427368,108.383475,91.315915,89.667107,9.910037,137.649246,26.150578,77.534479,528.308003,212.040542,214.390552,69.584342,1101.782064,56.661695,282,58,59,59,273,0.004452,0.001116,0.019607,0.000087,0.005908,0.00762,0.017725,297,62,63,63,287,0.004493,0.001145,0.05404,0.000243,0.026398,0.026557,0.079194,-227.628473,47.703629,11.910684,6.984379,-226.991756,36.098305,9.547011,5.505407,738.390283,0.283887,0.362907,36.670124,29.834026,14.016792,7950,52.872846,250,37.807701,-12.024603,1.164694,43.606493,34.85643,19.353645,17.932375,3150,50.114949,250,38.734913,-14.971538,2.444533,42.769283,2502.324709,529.398527,762.696271,509.839391,34.836671,34.717521,84.168701,74.680105,76.96626,11.220645,happiness
0.039763,0.016231,0.000099,0.000041,76.082749,126.921544,361.293294,255.019413,54.139969,126.921544,361.293294,252.695323,255.019413,54.139969,503.506246,33.208494,126.833464,480.938075,252.327954,254.686646,56.117774,865.454617,38.871873,76.327547,295.042766,90.734437,104.014881,44.359996,992.219479,54.992847,122.749198,516.11359,240.205132,248.608751,61.656842,925.86305,42.026836,439,67,68,67,431,0.003938,0.000912,0.015813,0.000062,0.005216,0.006548,0.015647,451,69,70,70,443,0.003952,0.000947,0.045321,0.000179,0.022746,0.023379,0.068238,-228.867295,37.749086,13.940511,8.980695,-227.924796,31.397218,11.748518,7.162517,747.363729,0.287337,0.367215,35.337685,25.186985,6.164123,7950,51.626859,250,37.051849,-12.110228,2.671808,42.656701,35.647481,20.305704,20.129988,4850,49.438672,350,38.341775,-13.325909,0.940126,42.373743,2366.918732,466.218549,711.684088,512.559419,105.634991,33.019498,84.24798,73.604817,76.186821,9.764309,happiness
